SRR11035246_contig-1082000003	AAGE02013358.1_17_NP	100	48	146	3	68	115	6.01E-31	97.8	no
SRR11035246_contig-13000017	JABWQA011647398.1_31_PB1	60	45	2	136	159	198	3.91E-14	56.6	no
SRR11035246_contig-151000018	AAGE02013358.1_17_NP	100	57	30	200	1	57	1.17E-40	123	no
SRR11035246_contig-16_2	AAGE02013194.1_2_PB1	72.8	453	108	1466	1	435	1.05E-229	644	yes
SRR11035246_contig-19	MNAF02001128.1_210_HP2	40.8	142	629	225	1	138	2.10E-35	116	no
SRR11035246_contig-2000012	JAJPPM010000705.1_81_NP	87.8	320	77	1036	1	320	8.19E-208	565	no
SRR11035246_contig-29000012_2	JXPU01103522.1_119_NP	100	85	63	317	1	85	4.78E-60	174	no
SRR11035246_contig-3000007_2	JXUM01035829.1_156_HP3	73.3	116	550	203	1	116	7.33E-64	186	yes
SRR11035246_contig-4000019_2	MNAF02001128.1_210_HP2	40.8	142	634	230	1	138	2.22E-35	116	no
SRR11035246_contig-42000016	JABWQA011647398.1_31_PB1	76.7	43	130	2	118	155	2.08E-18	68.6	no
SRR11035246_contig-6000012	JABWQA011647398.1_31_PB1	76.7	60	182	3	225	281	1.59E-24	86.7	yes
SRR11035246_contig-7	JAJPPM010000705.1_80_NP	82.6	259	857	105	12	270	3.65E-159	437	no
SRR11035246_contig-717000004	JAJPPM010000705.1_81_NP	72.9	48	146	3	1	48	4.04E-18	67.8	no
SRR11035246_contig-77000005	AAGE02013193.1_15_PB1	65	40	2	121	42	81	9.20E-18	63.5	no
SRR11035246_contig-9_2	JABWQA011659084.1_37_NP	85.9	574	13	1710	1	574	0	994	no
SRR11035246_contig-9000012	JXUM01035829.1_156_HP3	73.3	116	544	197	1	116	6.33E-64	186	yes
SRR11035246_contig-95000019	AAGE02013193.1_15_PB1	78.4	37	8	118	90	126	2.70E-16	59.7	yes
SRR11035248_contig-10_2	MNAF02001128.1_210_HP2	40.8	142	76	480	1	138	2.22E-35	116	no
SRR11035248_contig-10000017	AAGE02013193.1_15_PB1	74.1	27	137	57	103	129	1.36E-09	42.7	yes
SRR11035248_contig-1000016	MNAF02001128.1_210_HP2	40.8	142	73	477	1	138	2.10E-35	116	no
SRR11035248_contig-1000019	JAJPPM010000705.1_81_NP	98.2	111	335	3	172	282	1.62E-75	219	no
SRR11035248_contig-13000011	JABWQA011657540.1_33_NP	100	45	1	135	99	143	1.14E-28	94.7	no
SRR11035248_contig-1322000005	JAJPPM010000705.1_80_NP	100	35	1	105	153	187	7.45E-21	73.9	no
SRR11035248_contig-1363000008	JAJPPM010000004.1_105_GP	100	33	2	100	52	84	4.01E-20	72.8	no
SRR11035248_contig-16_2	AAGE02013194.1_2_PB1	72.8	453	2322	964	1	435	1.05E-229	644	yes
SRR11035248_contig-17	JABWQA011647398.1_31_PB1	85.7	35	105	1	1	34	9.43E-16	62.4	no
SRR11035248_contig-18	JXUM01035829.1_156_HP3	72.8	114	2	343	3	116	1.37E-63	182	yes
SRR11035248_contig-2000009	JAJPPM010000705.1_80_NP	76.9	65	1	171	206	270	5.52E-31	103	no
SRR11035248_contig-2000017	JAJPPM010000705.1_81_NP	89.8	49	1	147	102	150	5.94E-27	91.7	no
SRR11035248_contig-203000008	AAGE02000021.1_13_NP	100	48	146	3	126	173	1.59E-32	103	no
SRR11035248_contig-28000000	JAJPPM010000705.1_81_NP	93	43	130	2	46	88	4.70E-26	89	no
SRR11035248_contig-4000003_2	JXUM01035829.1_156_HP3	73.3	116	546	199	1	116	7.88E-64	186	yes
SRR11035248_contig-4000015	JABWQA011647398.1_31_PB1	77.8	45	2	136	232	276	1.21E-18	69.3	yes
SRR11035248_contig-5_2	JABWQA011659084.1_37_NP	85.9	574	23	1720	1	574	0	994	no
SRR11035248_contig-50000000_2	JABWQA011615689.1_32_GP	100	63	1	190	97	159	2.04E-42	134	yes
SRR11035248_contig-6000018	JAJPPM010000705.1_81_NP	53.2	47	141	1	1	47	3.51E-12	51.2	no
SRR11035248_contig-66000016	JABWQA011647398.1_31_PB1	85.3	34	107	6	118	151	2.85E-18	67.8	no
SRR11035248_contig-94000000	JXPU01103522.1_119_NP	100	49	3	149	12	60	1.31E-32	102	no
SRR11035250_contig-1125000013	JAJPPM010000705.1_80_NP	100	43	131	3	215	257	1.03E-27	92.4	no
SRR11035250_contig-1420000017	JABWQA011693063.1_40_NP	100	38	1	114	101	138	4.84E-24	81.3	no
SRR11035250_contig-147000013	JAJPPM010000705.1_81_NP	100	49	149	3	179	227	9.82E-31	101	no
SRR11035250_contig-1567000016	AAGE02009150.1_8_NP	100	34	3	104	9	42	2.34E-22	73.6	no
SRR11035250_contig-347000001	JABWQA011647398.1_31_PB1	64.3	42	128	3	166	207	1.59E-16	63.5	no
SRR11035250_contig-629000009	NIGP01003598.1_271_NP	100	48	147	4	110	157	5.65E-32	100	no
SRR11035250_contig-697000007	JAJPPM010000705.1_81_NP	100	48	146	3	57	104	2.69E-30	100	no
SRR11035250_contig-763000018	JABWQA011647398.1_31_PB1	84.4	32	97	2	1	31	6.10E-14	56.2	no
SRR11035250_contig-975000002	JAJPPM010001872.1_85_NP	97.8	46	141	4	103	148	3.40E-30	96.3	no
SRR11035251_contig-1000005	JXUM01035829.1_156_HP3	73.3	105	47	361	1	105	6.50E-59	171	yes
SRR11035251_contig-1000009_2	JABWQA011659084.1_37_NP	85.9	574	1805	108	1	574	0	994	no
SRR11035251_contig-102000005	JABWQA011647398.1_31_PB1	63.6	33	102	4	169	201	6.35E-12	49.7	no
SRR11035251_contig-107000003	JABWQA011460385.1_38_NP	100	56	2	170	59	114	4.12E-35	111	yes
SRR11035251_contig-12000007	JAJPPM010000705.1_81_NP	53.3	45	2	136	4	48	3.65E-11	48.1	no
SRR11035251_contig-1536000000	JXPU01103522.1_119_NP	97.2	36	110	3	50	85	4.56E-21	72	no
SRR11035251_contig-17_2	AAGE02013194.1_2_PB1	72.8	453	2323	965	1	435	1.05E-229	644	yes
SRR11035251_contig-3000018_2	MNAF02001128.1_210_HP2	40.8	142	81	485	1	138	2.35E-35	116	no
SRR11035251_contig-37000002	JABWQA011647398.1_31_PB1	87.8	41	125	3	1	40	6.87E-20	72.8	no
SRR11035251_contig-5	MNAF02001128.1_210_HP2	40.8	142	69	473	1	138	2.04E-35	116	no
SRR11035251_contig-565000000	NIGP01000003.1_251_NP	100	49	2	148	141	189	4.09E-33	104	no
SRR11035251_contig-6000008_2	JXUM01035829.1_156_HP3	73.3	116	57	404	1	116	8.17E-64	186	yes
SRR11035251_contig-66000014_2	JXUM01244693.1_155_NP	51.1	45	82	216	121	165	2.95E-11	49.7	no
SRR11035251_contig-79000008	JXPU01103522.1_119_NP	91.7	36	108	1	25	60	1.29E-20	70.9	no
SRR11035251_contig-97000016	JABWQA011504615.1_29_PB1	87.9	33	2	100	14	46	3.71E-18	64.7	no
SRR11035251_contig-99000013	AAGE02013193.1_15_PB1	76.5	17	1	51	113	129	1.90E-05	31.2	no
SRR11035252_contig-1207000014	JXPU01103522.1_119_NP	100	41	124	2	20	60	2.92E-26	85.5	no
SRR11035252_contig-1314000006	AAGE02013358.1_17_NP	100	40	1	120	98	137	1.16E-25	84	no
SRR11035252_contig-1461000016	JXPU01103522.1_119_NP	100	36	110	3	29	64	9.98E-23	76.3	no
SRR11035252_contig-15	JAFDOQ010000349.1_75_HP2	55	80	134	373	1	80	8.20E-34	107	no
SRR11035252_contig-16_2	AAGE02013194.1_2_PB1	72.8	453	105	1463	1	435	9.47E-230	644	yes
SRR11035252_contig-188000002	JAJPPM010000705.1_81_NP	100	49	147	1	126	174	1.92E-30	100	no
SRR11035252_contig-19000011	SWKZ01011752.1_343_HP3	71.1	45	136	2	46	90	2.46E-22	75.1	yes
SRR11035252_contig-2000019_2	MNAF02001128.1_210_HP2	40.8	142	632	228	1	138	2.16E-35	116	no
SRR11035252_contig-35000010	JABWQA011659084.1_37_NP	73.1	26	12	89	1	26	1.82E-09	43.1	no
SRR11035252_contig-4000002	JXUM01035829.1_156_HP3	77.6	49	46	192	1	49	1.79E-27	89	no
SRR11035252_contig-4000008_2	JXUM01035829.1_156_HP3	73.3	116	56	403	1	116	8.17E-64	186	yes
SRR11035252_contig-48000004	JAJPPM010000705.1_81_NP	86.1	36	110	3	144	179	1.07E-16	63.2	no
SRR11035252_contig-887000006	JXPU01103522.1_119_NP	100	46	140	3	63	108	3.54E-29	93.2	no
SRR11035252_contig-9_2	JABWQA011659084.1_37_NP	85.9	574	1802	105	1	574	0	994	no
SRR11035253_contig-0	JXPU01103522.1_119_NP	88.9	81	245	3	11	91	1.41E-50	149	no
SRR11035253_contig-10000009_2	JAJPPM010000004.1_105_GP	100	136	3	410	268	403	6.39E-97	278	no
SRR11035253_contig-1000016	JAJPPM010000705.1_81_NP	90	70	1	210	101	170	1.47E-41	130	no
SRR11035253_contig-1000016_2	AAGE02013194.1_2_PB1	72.8	453	105	1463	1	435	1.01E-229	644	yes
SRR11035253_contig-1000017	JAJPPM010000705.1_81_NP	62.1	58	175	2	1	58	1.13E-19	72.8	no
SRR11035253_contig-13000013	JAJPPM010001872.1_85_NP	95.5	44	134	3	98	141	1.64E-27	89.4	no
SRR11035253_contig-1489000010	JABWQA011657540.1_33_NP	100	35	2	106	110	144	6.31E-22	76.6	no
SRR11035253_contig-153000006	AAGE02016037.1_7_NP	100	49	148	2	92	140	2.18E-31	102	no
SRR11035253_contig-2000009	JAJPPM010000705.1_80_NP	86.2	29	2	88	242	270	6.81E-16	62	no
SRR11035253_contig-2000014	SWKZ01010938.1_321_HP2	60.7	56	133	300	1	56	7.78E-24	80.1	no
SRR11035253_contig-2000019_2	MNAF02001128.1_210_HP2	40.8	142	631	227	1	138	2.16E-35	116	no
SRR11035253_contig-49000005	JAJPPM010000705.1_81_NP	92.1	38	115	2	69	106	1.43E-21	76.6	no
SRR11035253_contig-49000007	JAJPPM010000705.1_81_NP	100	39	3	119	203	241	2.92E-24	84	no
SRR11035253_contig-5_2	JABWQA011659084.1_37_NP	85.9	574	13	1710	1	574	0	994	no
SRR11035253_contig-5000009_2	JXUM01035829.1_156_HP3	73.3	116	546	199	1	116	7.88E-64	186	yes
SRR11035253_contig-53000003	JXPU01105546.1_110_PB1	81	21	51	113	1	20	1.61E-06	34.7	no
SRR11035253_contig-6000003	JAJPPM010000705.1_80_NP	84.9	53	160	2	151	203	3.80E-29	96.7	no
SRR11035253_contig-67000012_2	JXPU01103522.1_119_NP	100	64	3	194	22	85	1.98E-43	130	no
SRR11035253_contig-7	MNAF02001054.1_245_HP3	83.3	36	5	112	78	113	3.21E-17	64.3	no
SRR11035253_contig-70000003	JAJPPM010000705.1_80_NP	73.8	42	105	4	205	246	2.77E-15	58.9	no
SRR11035253_contig-853000017	JABWQA011615689.1_32_GP	100	48	1	145	123	170	1.05E-30	102	yes
SRR11035253_contig-881000002	JAJPPM010000705.1_80_NP	100	47	1	141	148	194	4.12E-29	96.3	no
SRR11035253_contig-921000012	JAJPPM010000004.1_105_GP	100	46	139	2	4	49	4.25E-27	92.8	no
SRR1103952_contig-1067000004	JAJPPM010001872.1_85_NP	100	49	148	2	77	125	4.91E-33	103	no
SRR1103952_contig-1072000006	AAGE02000021.1_12_NP	100	34	148	47	149	182	2.50E-21	74.3	no
SRR1103952_contig-2162000011	JAJPPM010000023.1_96_NP	98.5	136	70	479	1	136	3.91E-94	263	yes
SRR1103952_contig-221000015	AAGE02013358.1_17_NP	100	141	104	526	1	141	4.81E-100	289	no
SRR1103952_contig-239000000	AAGE02000021.1_14_NP	100	84	2	252	4	87	6.22E-57	169	yes
SRR1103952_contig-290000018	NIGP01003389.1_275_NP	99.2	128	416	32	1	128	4.02E-82	234	yes
SRR1103952_contig-3379000005	JAJPPM010000705.1_80_NP	100	33	100	2	154	186	9.82E-19	68.2	no
SRR1103952_contig-3484000015	JXPU01103522.1_119_NP	100	32	99	4	50	81	7.24E-19	66.2	no
SRR1103952_contig-505000000	JAJPPM010000705.1_80_NP	100	32	3	98	239	270	9.94E-21	75.1	no
SRR1103952_contig-623000016	JABWQA011125866.1_52_NP	93.9	114	113	452	18	131	4.24E-74	211	yes
SRR1103952_contig-795000018	JXPU01109243.1_107_NP	98.2	57	1	171	14	70	2.01E-38	117	no
SRR1103952_contig-805000002	JAJPPM010000001.1_100_NP	100	81	246	3	123	203	1.10E-52	156	yes
SRR1103952_contig-981000015	NIGP01000001.1_268_NP	97.4	342	1113	86	57	398	1.01E-248	672	yes
SRR1103958_contig-1142000003	JABWQA011125866.1_52_NP	96.9	96	92	379	1	96	5.78E-67	192	no
SRR1103958_contig-1306000010	AAGE02013358.1_17_NP	100	96	3	290	46	141	3.71E-68	197	no
SRR1103958_contig-1548000001	JAJPPM010000001.1_100_NP	100	43	2	131	123	165	1.04E-23	80.9	yes
SRR1103958_contig-1586000016	AAGE02000021.1_13_NP	100	42	3	128	132	173	7.85E-28	91.3	no
SRR1103958_contig-221000005	JAJPPM010001872.1_85_NP	100	83	249	1	44	126	6.08E-58	168	no
SRR1103958_contig-2281000002	JAJPPM010000705.1_80_NP	100	32	111	16	239	270	3.00E-21	75.1	no
SRR1103958_contig-2749000011	AAGE02000021.1_12_NP	100	35	105	1	1	35	2.42E-22	76.3	no
SRR1103958_contig-281000015	JABWQA011693063.1_40_NP	96.4	167	584	83	37	203	7.04E-120	331	yes
SRR1103958_contig-6303000013	AAGE02000021.1_14_NP	100	34	2	103	64	97	6.03E-22	76.6	no
SRR1103958_contig-6456000006	JABWQA011422761.1_39_NP	98.7	229	21	708	1	229	6.90E-167	453	yes
SRR1103962_contig-1019000017	NIGP01003598.1_271_NP	95.9	49	3	149	99	147	2.94E-32	101	no
SRR1103962_contig-1219000019	NIGP01003389.1_275_NP	100	40	120	1	1	40	1.50E-23	80.9	no
SRR1103962_contig-136000011	AAGE02013358.1_17_NP	98.6	141	446	24	1	141	4.63E-96	284	no
SRR1103962_contig-191000003	AAGE02009150.1_8_NP	100	79	28	264	1	79	1.22E-55	160	no
SRR1103962_contig-2839000019	JAJPPM010000705.1_81_NP	100	31	3	95	82	112	7.20E-18	66.2	no
SRR1103962_contig-601000017	JXPU01222816.1_114_NP	100	62	1	186	291	352	6.26E-39	125	no
SRR1103962_contig-624000005	JAJPPM010000705.1_80_NP	100	81	1	243	114	194	6.03E-54	161	no
SRR1103962_contig-689000014	JABWQA011693063.1_40_NP	96.6	203	746	137	1	203	5.79E-149	407	yes
SRR1103962_contig-803000013	JAJPPM010000001.1_100_NP	100	100	3	303	50	149	1.63E-62	182	yes
SRR1103964_contig-12000019	AAGE02013358.1_17_NP	100	141	1268	846	1	141	2.13E-99	289	no
SRR1103964_contig-1369000005	JAJPPM010000705.1_80_NP	100	49	2	148	216	264	1.83E-32	105	no
SRR1103964_contig-1434000008	AAGE02000021.1_14_NP	100	50	150	1	170	219	1.94E-32	104	no
SRR1103964_contig-147000003	JAJPPM010000023.1_96_NP	88.7	115	280	625	1	115	2.61E-71	206	yes
SRR1103964_contig-1574000019	NIGP01003389.1_275_NP	100	40	120	1	1	40	1.50E-23	80.9	no
SRR1103964_contig-190000002	JXUM01035829.1_156_HP3	73.3	116	539	192	1	116	7.60E-64	186	yes
SRR1103964_contig-2000002	JABWQA011659084.1_37_NP	86.9	574	1779	82	1	574	0	1001	no
SRR1103964_contig-2044000008	AAGE02014569.1_9_NP	99.4	159	1	478	240	398	8.12E-112	322	yes
SRR1103964_contig-240000007	AAGE02000021.1_12_NP	100	148	446	4	1	148	4.42E-106	294	yes
SRR1103964_contig-251000003	AAGE02009150.1_8_NP	100	79	28	264	1	79	2.06E-55	160	no
SRR1103964_contig-253000001	AAGE02000021.1_14_NP	100	100	24	322	1	100	8.65E-69	200	yes
SRR1103964_contig-30000019	JABWQA011647398.1_31_PB1	70.9	268	8	811	129	383	6.90E-132	374	yes
SRR1103964_contig-35000018	MNAF02001128.1_210_HP2	44.3	122	143	487	17	138	5.11E-35	115	no
SRR1103964_contig-36000017	JAJPPM010000601.1_94_NP	92.9	182	181	726	1	182	6.16E-119	332	no
SRR1103964_contig-4000003	AAGE02013193.1_15_PB1	74	50	1105	956	83	129	5.99E-18	72.4	yes
SRR1103964_contig-41000003	JAJPPM010000001.1_100_NP	100	162	766	280	50	211	2.78E-109	307	yes
SRR1103964_contig-489000017	JABWQA011647398.1_31_PB1	73	74	224	3	9	80	7.33E-33	110	no
SRR1103964_contig-4899000016	JABWQA011582508.1_30_NP	100	35	105	1	127	161	1.07E-21	75.9	no
SRR1103964_contig-5351000009	JAJPPM010000705.1_80_NP	100	34	2	103	150	183	5.47E-20	71.6	no
SRR1103964_contig-5920000014	JAJPPM010000004.1_105_GP	100	35	1	105	36	70	5.14E-22	78.2	no
SRR1271734_contig-376000015	LMAV011835791.1_163_NP	51.5	33	8	106	24	56	4.29E-07	35.4	no
SRR1271734_contig-81000009	JAJPPM010000005.1_91_NP	71.4	49	5	151	58	106	1.07E-20	74.7	no
SRR1271735_contig-312000011	JAJPPM010000005.1_92_NP	57.1	35	1	105	1	35	1.07E-11	47	no
SRR1271735_contig-373000012	JAJPPM010000005.1_91_NP	71.9	32	109	14	75	106	7.07E-13	52.4	no
SRR1271735_contig-373000015	JAJPPM010000005.1_91_NP	55.6	27	106	26	233	259	8.21E-08	38.1	no
SRR1271735_contig-393000015	JAJPPM010000005.1_92_NP	58.8	34	2	103	37	70	1.38E-11	46.6	no
SRR1271736_contig-243000004	JAJPPM010000005.1_91_NP	65.1	43	129	1	72	114	3.05E-16	62	no
SRR1271736_contig-92000015	LMAV011835791.1_163_NP	56.3	32	2	97	57	88	5.89E-09	41.2	no
SRR1271737_contig-17000002	JAJPPM010000005.1_91_NP	66	97	5	295	19	115	4.34E-44	137	no
SRR1271737_contig-19000013	JXUM01088862.1_137_HP2	24	96	74	337	12	107	1.93E-06	37.4	no
SRR1271737_contig-5000017	MNAF02001287.1_208_NP	52.9	102	5	310	77	178	2.98E-33	109	no
SRR1271737_contig-96000011	JAJPPM010000001.1_100_NP	40	30	25	114	158	187	6.18E-04	28.1	no
SRR1271740_contig-244000015	JABWQA011693063.1_40_NP	42.4	33	1	99	150	182	5.13E-08	38.5	no
SRR1271741_contig-76000003	JABWQA011460385.1_38_NP	48.8	43	132	4	70	111	1.31E-08	40.8	no
SRR1271742_contig-101000000	LMAV011835791.1_163_NP	61	41	152	30	48	88	5.37E-14	53.9	no
SRR1271742_contig-161000016	AAGE02016037.1_7_NP	50	34	104	3	108	141	5.01E-09	41.6	no
SRR1271742_contig-30000008	JAJPPM010000005.1_91_NP	69.2	52	162	7	58	109	2.82E-21	76.3	no
SRR1271742_contig-63000016	SWKZ01003044.1_285_NP	36.4	33	33	131	320	352	7.58E-05	30.4	no
SRR1271743_contig-142000000	AAGE02009150.1_8_NP	64.1	39	118	2	36	74	4.02E-15	55.5	no
SRR1271743_contig-161000005	JAJPPM010000005.1_92_NP	75.8	33	99	1	58	90	5.00E-15	55.5	no
SRR1271744_contig-198000003	NIGP01003054.1_273_NP	57.1	21	103	41	374	394	9.72E-06	32.3	no
SRR1271744_contig-261000012	JABWQA011422761.1_39_NP	57.6	33	2	100	141	173	2.97E-08	39.3	no
SRR1324888_contig-0	JAJPPM010000005.1_91_NP	62.8	277	1767	937	1	276	3.91E-126	366	no
SRR1324888_contig-14000000	JXUM01088862.1_137_HP2	29	62	102	284	12	73	1.24E-05	36.6	no
SRR1324888_contig-2000014	MNAF02000686.1_205_GP	33.7	95	357	76	19	111	7.13E-12	54.7	no
SRR1324888_contig-3000019	AAGE02013194.1_2_PB1	40.8	245	778	56	201	435	2.34E-46	153	yes
SRR1324888_contig-57000016	JAJPPM010000004.1_105_GP	32.8	67	366	175	285	351	4.97E-04	31.2	no
SRR1324888_contig-8000012	JABWQA011647398.1_31_PB1	43.6	181	591	49	1	170	3.19E-38	130	no
SRR1324891_contig-0	JABWQA011647398.1_31_PB1	40.4	453	123	1481	3	434	3.96E-86	273	yes
SRR1324891_contig-1000019	JAJPPM010001314.1_97_GP	24.1	457	32	1381	5	400	2.68E-36	132	no
SRR1324891_contig-11	NIGP01003054.1_273_NP	42.3	423	293	1558	1	394	7.29E-106	319	no
SRR1324891_contig-23000012	MNAF02001059.1_217_HP2	23.9	109	264	590	41	145	9.94E-06	37	no
SRR13450231_contig-14	JABWQA011647398.1_31_PB1	45.4	97	89	379	1	93	9.33E-21	79.3	no
SRR13450231_contig-18	MNAF02001287.1_209_NP	39.1	404	1275	70	42	435	1.15E-85	261	yes
SRR13450231_contig-19	JAJPPM010000005.1_91_NP	61.7	149	87	533	1	149	8.22E-66	196	no
SRR13450231_contig-2	JABWQA011504615.1_29_PB1	45.7	129	594	208	26	151	8.98E-34	112	no
SRR13450231_contig-2000005	JABWQA011647398.1_31_PB1	47.9	48	145	2	213	257	2.04E-07	37.7	yes
SRR13450231_contig-3000017	JABWQA011647398.1_31_PB1	46.6	58	164	3	90	147	2.05E-12	52.4	no
SRR13450231_contig-5	JXUM01088862.1_137_HP2	30.8	39	102	218	12	50	8.51E-05	31.6	no
SRR13455452_contig-1000007	AAGE02013193.1_15_PB1	44.2	77	319	89	56	129	3.53E-15	59.7	yes
SRR13455452_contig-107000018	JABWQA011460385.1_38_NP	43.2	44	6	137	161	204	7.53E-09	41.6	no
SRR13455452_contig-11000010	JAJPPM010000601.1_94_NP	50	42	147	22	1	42	1.01E-08	42.4	no
SRR13455452_contig-119000016	AAGE02014569.1_9_NP	60	45	3	137	271	313	8.49E-15	58.5	no
SRR13455452_contig-12000018	AAGE02009150.1_8_NP	62.7	59	182	6	18	76	2.08E-24	80.1	no
SRR13455452_contig-121000019	JABWQA011504615.1_29_PB1	63.3	30	37	126	25	54	6.06E-10	43.9	no
SRR13455452_contig-130000016	JABWQA011460385.1_38_NP	58.6	29	40	126	64	92	4.80E-09	42	no
SRR13455452_contig-22000003	JAFDOQ010000565.1_64_NP	37.8	45	183	49	200	244	1.15E-05	33.5	no
SRR13455452_contig-3	JABWQA011693063.1_40_NP	46.5	86	415	158	113	198	2.84E-27	94	no
SRR13455452_contig-3000003	JABWQA011647398.1_31_PB1	55.2	58	51	224	3	57	1.36E-13	56.6	no
SRR13455452_contig-34000001	MNAF02001128.1_214_NP	45.5	44	14	145	35	78	6.48E-10	43.9	no
SRR13455452_contig-58000000	AAGE02013193.1_15_PB1	35.6	59	12	188	3	61	1.04E-08	41.2	no
SRR13455452_contig-6000018	JABWQA011647398.1_31_PB1	42.1	76	234	7	54	128	2.01E-13	56.2	no
SRR13455452_contig-7000002	AAGE02013194.1_2_PB1	35.9	117	2	340	156	260	2.12E-11	52	yes
SRR13455452_contig-8000011	SWKZ01017995.1_300_GP	30.1	73	3	221	107	178	1.54E-09	44.7	no
